Order_ID,Order_Date,Region,Product_Category,Product_Name,Quantity,Price,Total_Sales
37,2023-01-02 12:00:00,West,Furniture,Sofa,4,4920,19680
38,2023-01-02 13:00:00,North,Clothing,Table,1,3487,3487
39,2023-01-02 14:00:00,North,Clothing,Mobile,1,1119,1119
40,2023-01-02 15:00:00,East,Clothing,Table,1,730,730
41,2023-01-02 16:00:00,East,Furniture,Table,3,3280,9840
42,2023-01-02 17:00:00,East,Clothing,Sofa,1,3651,3651
43,2023-01-02 18:00:00,South,Clothing,Mobile,1,1877,1877
44,2023-01-02 19:00:00,West,Electronics,Table,1,2391,2391
45,2023-01-02 20:00:00,West,Clothing,Laptop,3,4252,12756
46,2023-01-02 21:00:00,West,Clothing,Shirt,4,4472,17888
47,2023-01-02 22:00:00,West,Electronics,Shirt,4,3732,14928
48,2023-01-02 23:00:00,East,Electronics,Sofa,4,902,3608
49,2023-01-03 00:00:00,South,Furniture,Mobile,1,3274,3274
50,2023-01-03 01:00:00,South,Clothing,Mobile,3,4980,14940
51,2023-01-03 02:00:00,East,Furniture,Shirt,4,3107,12428
52,2023-01-03 03:00:00,South,Furniture,Laptop,4,1690,6760
53,2023-01-03 04:00:00,East,Electronics,Shirt,4,888,3552
54,2023-01-03 05:00:00,West,Furniture,Shirt,2,3904,7808
55,2023-01-03 06:00:00,East,Clothing,Mobile,3,2273,6819
56,2023-01-03 07:00:00,West,Electronics,Table,2,1289,2578
57,2023-01-03 08:00:00,West,Clothing,Laptop,1,1994,1994
58,2023-01-03 09:00:00,North,Clothing,Mobile,4,3251,13004
59,2023-01-03 10:00:00,East,Electronics,Shirt,1,2047,2047
60,2023-01-03 11:00:00,North,Clothing,Table,3,1320,3960
61,2023-01-03 12:00:00,East,Electronics,Laptop,1,4536,4536
62,2023-01-03 13:00:00,East,Clothing,Sofa,1,1979,1979
63,2023-01-03 14:00:00,North,Electronics,Laptop,4,2869,11476
64,2023-01-03 15:00:00,North,Furniture,Laptop,3,4565,13695
65,2023-01-03 16:00:00,East,Clothing,Shirt,1,3630,3630
66,2023-01-03 17:00:00,South,Electronics,Shirt,2,1963,3926
67,2023-01-03 18:00:00,West,Clothing,Sofa,4,2407,9628
68,2023-01-03 19:00:00,North,Clothing,Sofa,2,3565,7130
69,2023-01-03 20:00:00,West,Clothing,Sofa,4,4145,16580
70,2023-01-03 21:00:00,South,Electronics,Mobile,1,4528,4528
71,2023-01-03 22:00:00,South,Furniture,Mobile,4,4465,17860
72,2023-01-03 23:00:00,South,Furniture,Shirt,1,1816,1816
73,2023-01-04 00:00:00,North,Furniture,Shirt,2,681,1362
74,2023-01-04 01:00:00,South,Electronics,Sofa,1,3154,3154
75,2023-01-04 02:00:00,North,Furniture,Mobile,4,1460,5840
76,2023-01-04 03:00:00,South,Electronics,Table,4,4700,18800
77,2023-01-04 04:00:00,West,Clothing,Mobile,4,3154,12616
78,2023-01-04 05:00:00,West,Clothing,Shirt,2,3794,7588
79,2023-01-04 06:00:00,East,Furniture,Mobile,3,1489,4467
80,2023-01-04 07:00:00,West,Electronics,Shirt,2,2225,4450
81,2023-01-04 08:00:00,East,Clothing,Sofa,1,1206,1206
82,2023-01-04 09:00:00,West,Electronics,Sofa,1,4615,4615
83,2023-01-04 10:00:00,North,Electronics,Sofa,2,4830,9660
84,2023-01-04 11:00:00,West,Clothing,Table,2,2120,4240
85,2023-01-04 12:00:00,East,Electronics,Table,1,3921,3921
86,2023-01-04 13:00:00,East,Clothing,Shirt,1,4080,4080
87,2023-01-04 14:00:00,South,Clothing,Laptop,1,922,922
88,2023-01-04 15:00:00,North,Clothing,Table,3,4515,13545
89,2023-01-04 16:00:00,West,Electronics,Shirt,3,3696,11088
90,2023-01-04 17:00:00,South,Clothing,Mobile,2,2414,4828
91,2023-01-04 18:00:00,West,Electronics,Sofa,2,3101,6202
92,2023-01-04 19:00:00,West,Clothing,Sofa,3,4510,13530
93,2023-01-04 20:00:00,South,Clothing,Sofa,4,4585,18340
94,2023-01-04 21:00:00,South,Furniture,Shirt,3,3682,11046
95,2023-01-04 22:00:00,South,Furniture,Sofa,2,4250,8500
96,2023-01-04 23:00:00,South,Furniture,Table,3,2558,7674
97,2023-01-05 00:00:00,South,Electronics,Mobile,4,2145,8580
98,2023-01-05 01:00:00,West,Electronics,Sofa,2,3587,7174
99,2023-01-05 02:00:00,South,Clothing,Shirt,1,3292,3292
100,2023-01-05 03:00:00,North,Clothing,Mobile,2,3036,6072
101,2023-01-05 04:00:00,East,Clothing,Sofa,3,3759,11277
102,2023-01-05 05:00:00,South,Clothing,Laptop,3,3011,9033
103,2023-01-05 06:00:00,South,Electronics,Sofa,4,2590,10360
104,2023-01-05 07:00:00,West,Clothing,Table,3,1067,3201
105,2023-01-05 08:00:00,South,Clothing,Mobile,4,620,2480
106,2023-01-05 09:00:00,South,Furniture,Table,2,815,1630
107,2023-01-05 10:00:00,South,Clothing,Laptop,3,1120,3360
108,2023-01-05 11:00:00,West,Clothing,Laptop,2,4563,9126
109,2023-01-05 12:00:00,South,Clothing,Table,1,953,953
110,2023-01-05 13:00:00,East,Electronics,Mobile,1,3234,3234
111,2023-01-05 14:00:00,West,Furniture,Laptop,4,3171,12684
112,2023-01-05 15:00:00,East,Clothing,Laptop,3,1458,4374
113,2023-01-05 16:00:00,West,Clothing,Sofa,2,2508,5016
114,2023-01-05 17:00:00,South,Furniture,Shirt,2,1262,2524
115,2023-01-05 18:00:00,East,Clothing,Laptop,3,1860,5580
116,2023-01-05 19:00:00,West,Electronics,Mobile,2,4835,9670
117,2023-01-05 20:00:00,North,Clothing,Mobile,3,2551,7653
118,2023-01-05 21:00:00,South,Electronics,Sofa,3,696,2088
119,2023-01-05 22:00:00,West,Electronics,Mobile,1,760,760
120,2023-01-05 23:00:00,North,Clothing,Sofa,3,4408,13224
121,2023-01-06 00:00:00,West,Furniture,Laptop,2,4689,9378
122,2023-01-06 01:00:00,North,Electronics,Laptop,3,1780,5340
123,2023-01-06 02:00:00,South,Furniture,Laptop,1,635,635
124,2023-01-06 03:00:00,East,Clothing,Laptop,1,3045,3045
125,2023-01-06 04:00:00,North,Electronics,Shirt,4,3985,15940
126,2023-01-06 05:00:00,West,Clothing,Shirt,2,868,1736
127,2023-01-06 06:00:00,South,Furniture,Laptop,3,4162,12486
128,2023-01-06 07:00:00,North,Clothing,Mobile,2,3954,7908
129,2023-01-06 08:00:00,West,Clothing,Sofa,2,1044,2088
130,2023-01-06 09:00:00,West,Electronics,Table,3,3923,11769
131,2023-01-06 10:00:00,West,Clothing,Sofa,1,2872,2872
132,2023-01-06 11:00:00,North,Clothing,Table,2,4983,9966
133,2023-01-06 12:00:00,North,Clothing,Table,4,4835,19340
134,2023-01-06 13:00:00,North,Electronics,Laptop,2,1597,3194
135,2023-01-06 14:00:00,East,Furniture,Table,1,2578,2578
136,2023-01-06 15:00:00,North,Furniture,Laptop,4,3026,12104
137,2023-01-06 16:00:00,North,Clothing,Shirt,4,4663,18652
138,2023-01-06 17:00:00,North,Electronics,Mobile,4,4211,16844
139,2023-01-06 18:00:00,East,Clothing,Table,4,3553,14212
140,2023-01-06 19:00:00,North,Furniture,Mobile,3,2443,7329
141,2023-01-06 20:00:00,West,Electronics,Laptop,3,2219,6657
142,2023-01-06 21:00:00,North,Furniture,Table,3,790,2370
143,2023-01-06 22:00:00,West,Furniture,Sofa,4,4189,16756
144,2023-01-06 23:00:00,West,Electronics,Shirt,1,1474,1474
145,2023-01-07 00:00:00,West,Electronics,Shirt,2,914,1828
146,2023-01-07 01:00:00,East,Clothing,Table,4,1350,5400
147,2023-01-07 02:00:00,East,Clothing,Shirt,1,4277,4277
148,2023-01-07 03:00:00,East,Furniture,Sofa,2,3228,6456
149,2023-01-07 04:00:00,North,Electronics,Mobile,4,4460,17840
150,2023-01-07 05:00:00,West,Electronics,Sofa,2,1241,2482
151,2023-01-07 06:00:00,East,Clothing,Shirt,3,1091,3273
152,2023-01-07 07:00:00,East,Furniture,Mobile,3,1249,3747
153,2023-01-07 08:00:00,North,Furniture,Sofa,3,2719,8157
154,2023-01-07 09:00:00,East,Clothing,Laptop,1,1337,1337
155,2023-01-07 10:00:00,North,Electronics,Laptop,3,3630,10890
156,2023-01-07 11:00:00,South,Clothing,Mobile,1,3981,3981
157,2023-01-07 12:00:00,East,Clothing,Mobile,3,1033,3099
158,2023-01-07 13:00:00,South,Clothing,Mobile,3,4960,14880
159,2023-01-07 14:00:00,North,Clothing,Laptop,3,4962,14886
160,2023-01-07 15:00:00,West,Electronics,Sofa,1,2273,2273
161,2023-01-07 16:00:00,East,Clothing,Mobile,2,2843,5686
162,2023-01-07 17:00:00,North,Electronics,Laptop,1,3153,3153
163,2023-01-07 18:00:00,West,Clothing,Mobile,4,3070,12280
164,2023-01-07 19:00:00,West,Furniture,Mobile,4,764,3056
165,2023-01-07 20:00:00,South,Electronics,Mobile,1,4095,4095
166,2023-01-07 21:00:00,North,Furniture,Laptop,1,2534,2534
167,2023-01-07 22:00:00,West,Clothing,Sofa,2,3702,7404
168,2023-01-07 23:00:00,East,Clothing,Laptop,1,881,881
169,2023-01-08 00:00:00,East,Clothing,Laptop,3,3796,11388
170,2023-01-08 01:00:00,South,Electronics,Mobile,2,1666,3332
171,2023-01-08 02:00:00,West,Furniture,Table,1,2978,2978
172,2023-01-08 03:00:00,North,Electronics,Table,1,888,888
173,2023-01-08 04:00:00,East,Electronics,Table,4,2571,10284
174,2023-01-08 05:00:00,West,Clothing,Laptop,2,894,1788
175,2023-01-08 06:00:00,West,Furniture,Mobile,4,4157,16628
176,2023-01-08 07:00:00,South,Clothing,Table,1,3756,3756
177,2023-01-08 08:00:00,East,Electronics,Shirt,2,4519,9038
178,2023-01-08 09:00:00,East,Clothing,Shirt,3,2739,8217
179,2023-01-08 10:00:00,North,Furniture,Shirt,1,3359,3359
180,2023-01-08 11:00:00,East,Clothing,Sofa,1,2893,2893
181,2023-01-08 12:00:00,North,Furniture,Mobile,4,2550,10200
182,2023-01-08 13:00:00,East,Furniture,Laptop,3,3621,10863
183,2023-01-08 14:00:00,South,Clothing,Laptop,1,1424,1424
184,2023-01-08 15:00:00,East,Electronics,Mobile,4,4075,16300
185,2023-01-08 16:00:00,North,Clothing,Sofa,4,3782,15128
186,2023-01-08 17:00:00,North,Electronics,Mobile,1,4251,4251
187,2023-01-08 18:00:00,South,Electronics,Sofa,2,3854,7708
188,2023-01-08 19:00:00,East,Clothing,Table,1,4974,4974
189,2023-01-08 20:00:00,East,Electronics,Table,3,3897,11691
190,2023-01-08 21:00:00,South,Electronics,Sofa,1,4268,4268
191,2023-01-08 22:00:00,East,Clothing,Mobile,2,4720,9440
192,2023-01-08 23:00:00,East,Clothing,Table,4,3481,13924
193,2023-01-09 00:00:00,North,Clothing,Mobile,3,3972,11916
194,2023-01-09 01:00:00,East,Electronics,Table,3,3117,9351
195,2023-01-09 02:00:00,East,Furniture,Mobile,3,3999,11997
196,2023-01-09 03:00:00,South,Electronics,Mobile,3,4092,12276
197,2023-01-09 04:00:00,South,Furniture,Shirt,2,931,1862
198,2023-01-09 05:00:00,West,Clothing,Sofa,2,1612,3224
199,2023-01-09 06:00:00,North,Furniture,Laptop,2,2553,5106
200,2023-01-09 07:00:00,East,Clothing,Sofa,2,4753,9506
201,2023-01-09 08:00:00,East,Clothing,Mobile,4,4818,19272
202,2023-01-09 09:00:00,West,Furniture,Mobile,1,2949,2949
203,2023-01-09 10:00:00,East,Clothing,Sofa,2,1044,2088
204,2023-01-09 11:00:00,North,Furniture,Mobile,1,3658,3658
205,2023-01-09 12:00:00,West,Clothing,Table,3,3128,9384
206,2023-01-09 13:00:00,North,Electronics,Mobile,4,3951,15804
207,2023-01-09 14:00:00,West,Electronics,Sofa,4,1037,4148
208,2023-01-09 15:00:00,West,Clothing,Sofa,1,1936,1936
209,2023-01-09 16:00:00,South,Clothing,Sofa,1,3315,3315
210,2023-01-09 17:00:00,North,Furniture,Shirt,1,4265,4265
211,2023-01-09 18:00:00,East,Electronics,Shirt,4,3562,14248
212,2023-01-09 19:00:00,East,Furniture,Shirt,2,759,1518
213,2023-01-09 20:00:00,North,Clothing,Shirt,4,4911,19644
214,2023-01-09 21:00:00,East,Clothing,Shirt,2,1218,2436
215,2023-01-09 22:00:00,East,Furniture,Shirt,3,3227,9681
216,2023-01-09 23:00:00,North,Clothing,Shirt,2,3401,6802
217,2023-01-10 00:00:00,West,Electronics,Sofa,1,960,960
218,2023-01-10 01:00:00,North,Furniture,Laptop,2,3354,6708
219,2023-01-10 02:00:00,West,Electronics,Shirt,2,4567,9134
220,2023-01-10 03:00:00,East,Electronics,Sofa,4,2202,8808
221,2023-01-10 04:00:00,East,Electronics,Laptop,1,3747,3747
222,2023-01-10 05:00:00,East,Furniture,Shirt,3,3477,10431
223,2023-01-10 06:00:00,South,Clothing,Laptop,2,2314,4628
224,2023-01-10 07:00:00,West,Electronics,Laptop,3,3980,11940
225,2023-01-10 08:00:00,South,Electronics,Table,1,2241,2241
226,2023-01-10 09:00:00,South,Electronics,Mobile,2,4571,9142
227,2023-01-10 10:00:00,North,Clothing,Table,4,529,2116
228,2023-01-10 11:00:00,South,Clothing,Laptop,3,3993,11979
229,2023-01-10 12:00:00,North,Furniture,Sofa,4,1481,5924
230,2023-01-10 13:00:00,North,Clothing,Shirt,3,730,2190
231,2023-01-10 14:00:00,South,Furniture,Mobile,1,3276,3276
232,2023-01-10 15:00:00,West,Furniture,Shirt,2,1751,3502
233,2023-01-10 16:00:00,West,Furniture,Sofa,3,4994,14982
234,2023-01-10 17:00:00,West,Furniture,Mobile,4,4690,18760
235,2023-01-10 18:00:00,West,Furniture,Table,3,2463,7389
236,2023-01-10 19:00:00,West,Electronics,Laptop,3,3666,10998
237,2023-01-10 20:00:00,South,Clothing,Sofa,3,2278,6834
238,2023-01-10 21:00:00,South,Electronics,Laptop,3,1647,4941
239,2023-01-10 22:00:00,East,Furniture,Laptop,3,3347,10041
240,2023-01-10 23:00:00,West,Clothing,Shirt,3,4350,13050
241,2023-01-11 00:00:00,South,Electronics,Sofa,4,3491,13964
242,2023-01-11 01:00:00,East,Electronics,Laptop,3,3570,10710
243,2023-01-11 02:00:00,West,Furniture,Table,3,1120,3360
244,2023-01-11 03:00:00,North,Electronics,Mobile,3,1463,4389
245,2023-01-11 04:00:00,East,Electronics,Sofa,2,3360,6720
246,2023-01-11 05:00:00,South,Electronics,Shirt,1,2642,2642
247,2023-01-11 06:00:00,North,Electronics,Sofa,1,2000,2000
248,2023-01-11 07:00:00,North,Electronics,Shirt,1,3689,3689
249,2023-01-11 08:00:00,North,Furniture,Mobile,4,1826,7304
250,2023-01-11 09:00:00,East,Furniture,Table,4,621,2484
251,2023-01-11 10:00:00,South,Electronics,Laptop,4,4813,19252
252,2023-01-11 11:00:00,North,Furniture,Sofa,3,1576,4728
253,2023-01-11 12:00:00,West,Furniture,Shirt,1,3697,3697
254,2023-01-11 13:00:00,North,Clothing,Mobile,3,1682,5046
255,2023-01-11 14:00:00,North,Electronics,Laptop,2,1294,2588
256,2023-01-11 15:00:00,East,Furniture,Mobile,1,2124,2124
257,2023-01-11 16:00:00,East,Furniture,Table,2,4771,9542
258,2023-01-11 17:00:00,South,Electronics,Laptop,2,791,1582
259,2023-01-11 18:00:00,West,Clothing,Laptop,3,990,2970
260,2023-01-11 19:00:00,East,Electronics,Laptop,1,3308,3308
261,2023-01-11 20:00:00,North,Clothing,Shirt,2,3928,7856
262,2023-01-11 21:00:00,South,Electronics,Laptop,1,1133,1133
263,2023-01-11 22:00:00,North,Electronics,Mobile,2,3999,7998
264,2023-01-11 23:00:00,North,Electronics,Shirt,2,2672,5344
265,2023-01-12 00:00:00,East,Electronics,Laptop,3,3886,11658
266,2023-01-12 01:00:00,South,Clothing,Mobile,1,4407,4407
267,2023-01-12 02:00:00,West,Clothing,Mobile,3,3968,11904
268,2023-01-12 03:00:00,West,Furniture,Sofa,3,990,2970
269,2023-01-12 04:00:00,East,Electronics,Mobile,3,4763,14289
270,2023-01-12 05:00:00,East,Clothing,Table,3,1258,3774
271,2023-01-12 06:00:00,South,Clothing,Laptop,3,1697,5091
272,2023-01-12 07:00:00,West,Clothing,Laptop,2,3943,7886
273,2023-01-12 08:00:00,West,Electronics,Laptop,1,2404,2404
274,2023-01-12 09:00:00,West,Furniture,Mobile,1,2150,2150
275,2023-01-12 10:00:00,North,Clothing,Mobile,3,4775,14325
276,2023-01-12 11:00:00,West,Electronics,Laptop,1,3691,3691
277,2023-01-12 12:00:00,North,Clothing,Shirt,2,527,1054
278,2023-01-12 13:00:00,South,Clothing,Shirt,3,3250,9750
279,2023-01-12 14:00:00,North,Furniture,Table,4,3204,12816
280,2023-01-12 15:00:00,South,Clothing,Sofa,4,3379,13516
281,2023-01-12 16:00:00,West,Clothing,Table,2,4857,9714
282,2023-01-12 17:00:00,West,Electronics,Laptop,2,4225,8450
283,2023-01-12 18:00:00,South,Electronics,Laptop,4,3173,12692
284,2023-01-12 19:00:00,East,Furniture,Laptop,3,3332,9996
285,2023-01-12 20:00:00,South,Electronics,Sofa,2,3609,7218
286,2023-01-12 21:00:00,East,Electronics,Mobile,4,4792,19168
287,2023-01-12 22:00:00,North,Furniture,Sofa,3,4096,12288
288,2023-01-12 23:00:00,North,Clothing,Table,2,4195,8390
289,2023-01-13 00:00:00,North,Furniture,Mobile,1,1960,1960
290,2023-01-13 01:00:00,West,Electronics,Mobile,1,3421,3421
291,2023-01-13 02:00:00,North,Furniture,Table,1,1933,1933
292,2023-01-13 03:00:00,East,Clothing,Mobile,3,4928,14784
293,2023-01-13 04:00:00,North,Furniture,Shirt,2,4036,8072
294,2023-01-13 05:00:00,South,Electronics,Table,4,1681,6724
295,2023-01-13 06:00:00,South,Electronics,Table,2,3905,7810
296,2023-01-13 07:00:00,West,Furniture,Shirt,1,4674,4674
297,2023-01-13 08:00:00,South,Clothing,Sofa,1,4414,4414
298,2023-01-13 09:00:00,East,Furniture,Sofa,3,4792,14376
299,2023-01-13 10:00:00,North,Clothing,Sofa,4,3691,14764
300,2023-01-13 11:00:00,West,Clothing,Mobile,3,2283,6849
301,2023-01-13 12:00:00,North,Furniture,Shirt,4,4222,16888
302,2023-01-13 13:00:00,North,Clothing,Table,2,4821,9642
303,2023-01-13 14:00:00,East,Electronics,Table,3,3142,9426
304,2023-01-13 15:00:00,South,Furniture,Table,3,4211,12633
305,2023-01-13 16:00:00,South,Clothing,Mobile,3,3460,10380
306,2023-01-13 17:00:00,North,Electronics,Mobile,1,2079,2079
307,2023-01-13 18:00:00,West,Furniture,Sofa,1,2119,2119
308,2023-01-13 19:00:00,South,Electronics,Mobile,4,3466,13864
309,2023-01-13 20:00:00,West,Electronics,Sofa,2,4815,9630
310,2023-01-13 21:00:00,South,Electronics,Sofa,3,2840,8520
311,2023-01-13 22:00:00,West,Clothing,Table,1,1727,1727
312,2023-01-13 23:00:00,East,Furniture,Mobile,3,2228,6684
313,2023-01-14 00:00:00,West,Furniture,Sofa,4,4085,16340
314,2023-01-14 01:00:00,East,Clothing,Shirt,4,701,2804
315,2023-01-14 02:00:00,East,Furniture,Shirt,2,3660,7320
316,2023-01-14 03:00:00,West,Electronics,Mobile,4,3773,15092
317,2023-01-14 04:00:00,East,Furniture,Table,3,2213,6639
318,2023-01-14 05:00:00,North,Clothing,Table,2,1252,2504
319,2023-01-14 06:00:00,East,Electronics,Sofa,2,614,1228
320,2023-01-14 07:00:00,South,Clothing,Mobile,1,4480,4480
321,2023-01-14 08:00:00,West,Electronics,Shirt,3,3318,9954
322,2023-01-14 09:00:00,North,Electronics,Sofa,4,968,3872
323,2023-01-14 10:00:00,West,Furniture,Sofa,1,925,925
324,2023-01-14 11:00:00,South,Electronics,Laptop,3,2075,6225
325,2023-01-14 12:00:00,South,Clothing,Mobile,3,2365,7095
326,2023-01-14 13:00:00,South,Furniture,Sofa,2,1333,2666
327,2023-01-14 14:00:00,East,Clothing,Shirt,2,4606,9212
328,2023-01-14 15:00:00,East,Electronics,Laptop,3,4203,12609
329,2023-01-14 16:00:00,West,Clothing,Shirt,1,1908,1908
330,2023-01-14 17:00:00,West,Clothing,Table,2,3981,7962
331,2023-01-14 18:00:00,North,Electronics,Laptop,2,2670,5340
332,2023-01-14 19:00:00,North,Furniture,Laptop,3,1103,3309
333,2023-01-14 20:00:00,West,Clothing,Sofa,3,712,2136
334,2023-01-14 21:00:00,East,Electronics,Table,2,4401,8802
335,2023-01-14 22:00:00,South,Furniture,Sofa,1,4238,4238
336,2023-01-14 23:00:00,West,Furniture,Mobile,2,3254,6508
337,2023-01-15 00:00:00,North,Furniture,Shirt,3,2258,6774
338,2023-01-15 01:00:00,East,Clothing,Shirt,2,3568,7136
339,2023-01-15 02:00:00,West,Clothing,Sofa,3,1281,3843
340,2023-01-15 03:00:00,West,Clothing,Shirt,2,4721,9442
341,2023-01-15 04:00:00,East,Furniture,Shirt,3,3930,11790
342,2023-01-15 05:00:00,West,Clothing,Mobile,3,2026,6078
343,2023-01-15 06:00:00,East,Electronics,Table,1,1340,1340
344,2023-01-15 07:00:00,South,Clothing,Laptop,3,1841,5523
345,2023-01-15 08:00:00,East,Clothing,Sofa,2,4607,9214
346,2023-01-15 09:00:00,East,Furniture,Sofa,3,2000,6000
347,2023-01-15 10:00:00,East,Clothing,Mobile,4,1015,4060
348,2023-01-15 11:00:00,West,Electronics,Mobile,2,3962,7924
349,2023-01-15 12:00:00,West,Furniture,Laptop,1,3579,3579
350,2023-01-15 13:00:00,East,Electronics,Table,2,1647,3294
351,2023-01-15 14:00:00,West,Furniture,Sofa,1,3943,3943
352,2023-01-15 15:00:00,North,Furniture,Mobile,4,3756,15024
353,2023-01-15 16:00:00,North,Clothing,Sofa,1,3094,3094
354,2023-01-15 17:00:00,West,Electronics,Shirt,3,4156,12468
355,2023-01-15 18:00:00,West,Furniture,Sofa,4,2048,8192
356,2023-01-15 19:00:00,East,Clothing,Table,4,2586,10344
357,2023-01-15 20:00:00,South,Furniture,Table,1,3655,3655
358,2023-01-15 21:00:00,West,Furniture,Sofa,2,2850,5700
359,2023-01-15 22:00:00,North,Furniture,Shirt,1,1478,1478
360,2023-01-15 23:00:00,East,Furniture,Table,1,2805,2805
361,2023-01-16 00:00:00,West,Furniture,Mobile,4,4383,17532
362,2023-01-16 01:00:00,North,Furniture,Sofa,3,3547,10641
363,2023-01-16 02:00:00,North,Clothing,Shirt,2,3089,6178
364,2023-01-16 03:00:00,South,Furniture,Mobile,1,2506,2506
365,2023-01-16 04:00:00,East,Electronics,Sofa,3,3099,9297
366,2023-01-16 05:00:00,East,Clothing,Shirt,3,3008,9024
367,2023-01-16 06:00:00,South,Electronics,Mobile,2,4819,9638
368,2023-01-16 07:00:00,South,Furniture,Table,3,2639,7917
369,2023-01-16 08:00:00,East,Electronics,Sofa,1,779,779
370,2023-01-16 09:00:00,East,Furniture,Sofa,4,1693,6772
371,2023-01-16 10:00:00,West,Furniture,Table,3,2257,6771
372,2023-01-16 11:00:00,West,Clothing,Laptop,4,2545,10180
373,2023-01-16 12:00:00,South,Clothing,Mobile,2,747,1494
374,2023-01-16 13:00:00,West,Furniture,Table,2,1884,3768
375,2023-01-16 14:00:00,North,Clothing,Sofa,3,1872,5616
376,2023-01-16 15:00:00,West,Electronics,Mobile,4,3413,13652
377,2023-01-16 16:00:00,West,Clothing,Mobile,1,4172,4172
378,2023-01-16 17:00:00,North,Clothing,Laptop,4,544,2176
379,2023-01-16 18:00:00,South,Electronics,Sofa,3,2585,7755
380,2023-01-16 19:00:00,North,Clothing,Shirt,4,3040,12160
381,2023-01-16 20:00:00,West,Furniture,Laptop,4,2870,11480
382,2023-01-16 21:00:00,South,Electronics,Laptop,2,3015,6030
383,2023-01-16 22:00:00,West,Furniture,Shirt,3,4682,14046
384,2023-01-16 23:00:00,North,Electronics,Shirt,4,4823,19292
385,2023-01-17 00:00:00,North,Furniture,Laptop,3,1122,3366
386,2023-01-17 01:00:00,West,Furniture,Mobile,1,3881,3881
387,2023-01-17 02:00:00,East,Clothing,Table,3,984,2952
388,2023-01-17 03:00:00,East,Furniture,Table,1,3387,3387
389,2023-01-17 04:00:00,North,Clothing,Laptop,3,524,1572
390,2023-01-17 05:00:00,North,Electronics,Mobile,3,2314,6942
391,2023-01-17 06:00:00,East,Furniture,Shirt,4,1725,6900
392,2023-01-17 07:00:00,East,Furniture,Laptop,4,1748,6992
393,2023-01-17 08:00:00,West,Electronics,Sofa,1,1278,1278
394,2023-01-17 09:00:00,West,Electronics,Mobile,1,3342,3342
395,2023-01-17 10:00:00,East,Furniture,Sofa,2,4200,8400
396,2023-01-17 11:00:00,West,Electronics,Sofa,4,2082,8328
397,2023-01-17 12:00:00,West,Clothing,Laptop,1,2213,2213
398,2023-01-17 13:00:00,South,Electronics,Mobile,4,4091,16364
399,2023-01-17 14:00:00,West,Electronics,Sofa,3,3638,10914
400,2023-01-17 15:00:00,North,Furniture,Mobile,2,2017,4034
401,2023-01-17 16:00:00,West,Clothing,Table,4,3232,12928
402,2023-01-17 17:00:00,West,Electronics,Sofa,4,3463,13852
